review_id,rule_id,rule_type,current_review_status,engine_status,review_reason,product_line,product_id,step_id,option_group,regions,strength,confidence,message,source_workbook,source_sheet,source_cell,normalized_payload,review_decision,final_rule_type,final_effect,reviewer,reviewed_at,review_notes
dt_review:0226,decision_tree:0226,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,8623886,Step 19,Other Option,,info,0.45,"Phase out from Compass only after Compass 2023 launch, Still used for Evo",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass FMT WW,C291,"{""message"": ""Phase out from Compass only after Compass 2023 launch, Still used for Evo""}",,note,info,,,
dt_review:0227,decision_tree:0227,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621617,Step 1a,Pick one DRX-Compass Proper System & Branding,,info,0.45,Select proper system hub base system based upon Generator power requirements Includes: -DRX Console - Compass Includes Monitor 23 inch & Computer -PDU for input power 380-480 VAC -Detector Calibration kit with Phantom,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B10,"{""message"": ""Select proper system hub base system based upon Generator power requirements Includes: -DRX Console - Compass Includes Monitor 23 inch & Computer -PDU for input power 380-480 VAC -Detector Calibration kit with Phantom""}",,note,info,,,
dt_review:0228,decision_tree:0228,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8622359,Step 1a,Pick one DRX-Compass Proper System & Branding,,info,0.45,Select proper system Hub base system based upon Generator power requirements Includes: -DRX Console - Compass Includes Monitor 23 inch & Computer -PDU for input power 208-240 VAC -Detector Calibration kit with Phantom,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B11,"{""message"": ""Select proper system Hub base system based upon Generator power requirements Includes: -DRX Console - Compass Includes Monitor 23 inch & Computer -PDU for input power 208-240 VAC -Detector Calibration kit with Phantom""}",,note,info,,,
dt_review:0229,decision_tree:0229,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8624769,Step 1a,Pick one DRX-Compass Proper System & Branding,us,info,0.45,Note: this is a single cat# complete System defined for Seismic Certification. OTC 80 kW 400kHU 3P380 Autocol tilt US C/F OSHPD With Auto Exposure Control (AEC). It supports a digital flat panel using our latest imageview software. The system is configured with a 80 kW Generator accepting three(3) Phase 380-480 VAC incoming current and a 400 kHU tube. Includes a Lateral arm support. Bucky and Grids ordered separately. OSHPD approved configuration,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B12,"{""message"": ""Note: this is a single cat# complete System defined for Seismic Certification. OTC 80 kW 400kHU 3P380 Autocol tilt US C/F OSHPD With Auto Exposure Control (AEC). It supports a digital flat panel using our latest imageview software. The system is configured with a 80 kW Generator accepting three(3) Phase 380-480 VAC incoming current and a 400 kHU tube. Includes a Lateral arm support. Bucky and Grids ordered separately. OSHPD approved configuration""}",,note,info,,,
dt_review:0230,decision_tree:0230,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6703656,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B16,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only""}",,region_allow,hard_block,,,
dt_review:0231,decision_tree:0231,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6703664,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B17,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only""}",,region_allow,hard_block,,,
dt_review:0232,decision_tree:0232,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6703698,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B19,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
dt_review:0233,decision_tree:0233,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705289,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B20,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only""}",,region_allow,hard_block,,,
dt_review:0234,decision_tree:0234,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705297,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B21,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
dt_review:0235,decision_tree:0235,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705321,Step 1b,Select Branding Kit - US Region Only,us,hard_block,0.9,Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B22,"{""allowed_regions"": [""us""], ""source_text"": ""Fit Branding Kits are for Dealer Only and always include with Parts Warranty Only Systems Currently US & C Only""}",,region_allow,hard_block,,,
dt_review:0236,decision_tree:0236,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705339,Step 1b,Select Branding Kit - US Region Only,,info,0.45,Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B23,"{""message"": ""Compass Branding Kits are for Direct or Dealer Systems and may include either Full I & W OR Parts Warranty Only""}",,note,info,,,
dt_review:0237,decision_tree:0237,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 3,Must Select Overhead Tube Crane (OTC) type,,hard_block,0.75,Step 3 | Must Select Overhead Tube Crane (OTC) type,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B32,"{""option_group"": ""Must Select Overhead Tube Crane (OTC) type"", ""required_selection_text"": ""Step 3 | Must Select Overhead Tube Crane (OTC) type"", ""step_id"": ""Step 3""}",,must_select,hard_block,,,
dt_review:0238,decision_tree:0238,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621674,Step 3,Must Select Overhead Tube Crane (OTC) type,,info,0.45,Single Axis Motorization :Vertical Linear Direction ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B34,"{""message"": ""Single Axis Motorization :Vertical Linear Direction ONLY""}",,note,info,,,
dt_review:0239,decision_tree:0239,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621690,Step 3,Must Select Overhead Tube Crane (OTC) type,,info,0.45,2 Axis Motorization Vertical Linear and Vertical Rotation Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B35,"{""message"": ""2 Axis Motorization Vertical Linear and Vertical Rotation Only""}",,note,info,,,
dt_review:0240,decision_tree:0240,must_select,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 4,Must Select Longitudinal and Transverse Rails,,hard_block,0.75,Step 4 | Must Select Longitudinal and Transverse Rails,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B38,"{""option_group"": ""Must Select Longitudinal and Transverse Rails"", ""required_selection_text"": ""Step 4 | Must Select Longitudinal and Transverse Rails"", ""step_id"": ""Step 4""}",,must_select,hard_block,,,
dt_review:0241,decision_tree:0241,exclude,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705149,Step 5A,Select Desired MC150 Collimator Options,,hard_block,0.75,"MC150 vS1 Filter Rail, Does not support SoftDAP",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B52,"{""cannot_combine_text"": ""MC150 vS1 Filter Rail, Does not support SoftDAP"", ""product_id"": ""6705149""}",,exclude,hard_block,,,
dt_review:0242,decision_tree:0242,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6705156,Step 5A,Select Desired MC150 Collimator Options,,info,0.45,MC150 vS1 Blade Feedback for SoftDAP POT Digital DRX Console ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B53,"{""message"": ""MC150 vS1 Blade Feedback for SoftDAP POT Digital DRX Console ONLY""}",,note,info,,,
dt_review:0243,decision_tree:0243,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8625246,Step 6,Select Detectors to be used,us,info,0.45,US & C Market .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B65,"{""message"": ""US & C Market .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0244,decision_tree:0244,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8625253,Step 6,Select Detectors to be used,us,info,0.45,US & C Market .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B66,"{""message"": ""US & C Market .All system detector must be DRX Plus or Focus HD if selected Does not match 44LINE/CM Grids | Must be stected DRX Bucky""}",,note,info,,,
dt_review:0245,decision_tree:0245,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 9a,"Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally",,info,0.45,"Step 9a | Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B92,"{""message"": ""Step 9a | Pick Wallstand Type if desired, If ordered must also order a Wallstand Bucky additionally""}",,note,info,,,
dt_review:0246,decision_tree:0246,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6701726,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B101,"{""message"": ""Use Only With Other DRX Detector""}",,note,info,,,
dt_review:0247,decision_tree:0247,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621807,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B102,"{""message"": ""Use Only With Other DRX Detector""}",,note,info,,,
dt_review:0248,decision_tree:0248,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621906,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B103,"{""message"": ""Use Only With Other DRX Detector""}",,note,info,,,
dt_review:0249,decision_tree:0249,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621815,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B104,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0250,decision_tree:0250,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621823,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B105,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0251,decision_tree:0251,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621831,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B106,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0252,decision_tree:0252,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621856,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B107,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0253,decision_tree:0253,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621864,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B108,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0254,decision_tree:0254,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621872,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B109,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0255,decision_tree:0255,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621898,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B110,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0256,decision_tree:0256,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6709760,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other DRX Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B111,"{""message"": ""Use Only With Other DRX Detector""}",,note,info,,,
dt_review:0257,decision_tree:0257,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6709778,Step 9b,Pick Wallstand Bucky Type along with Wallstand as required,,info,0.45,Use Only With Other Focus Detector,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B112,"{""message"": ""Use Only With Other Focus Detector""}",,note,info,,,
dt_review:0258,decision_tree:0258,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 10,For Systems with a Wallstand: Pick at least ONE Grid to match Detector Used,,info,0.45,(44 l/cm is recommended for Focus Detectors),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B117,"{""message"": ""(44 l/cm is recommended for Focus Detectors)""}",,note,info,,,
dt_review:0259,decision_tree:0259,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 11a,"Pick Table Type if desired, If ordered must also order a Table Bucky additionally",,info,0.45,"Step 11a | Pick Table Type if desired, If ordered must also order a Table Bucky additionally",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B126,"{""message"": ""Step 11a | Pick Table Type if desired, If ordered must also order a Table Bucky additionally""}",,note,info,,,
dt_review:0260,decision_tree:0260,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6700231,Step 11a,"Pick Table Type if desired, If ordered must also order a Table Bucky additionally",,info,0.45,Mobile Stretcher table | Only for No table configuration,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B130,"{""message"": ""Mobile Stretcher table | Only for No table configuration""}",,note,info,,,
dt_review:0261,decision_tree:0261,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 11a,"Pick Table Type if desired, If ordered must also order a Table Bucky additionally",,info,0.45,No table | Only for No table configuration,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,C131,"{""message"": ""No table | Only for No table configuration""}",,note,info,,,
dt_review:0262,decision_tree:0262,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621922,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,DRX Detector and Focus HD Detector Use Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B135,"{""message"": ""DRX Detector and Focus HD Detector Use Only""}",,note,info,,,
dt_review:0263,decision_tree:0263,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621971,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,DRX Detector and Focus HD Detector Use Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B136,"{""message"": ""DRX Detector and Focus HD Detector Use Only""}",,note,info,,,
dt_review:0264,decision_tree:0264,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621930,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B137,"{""message"": ""Focus Detector Use ONLY""}",,note,info,,,
dt_review:0265,decision_tree:0265,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621948,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B138,"{""message"": ""Focus Detector Use ONLY""}",,note,info,,,
dt_review:0266,decision_tree:0266,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621955,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B139,"{""message"": ""Focus Detector Use ONLY""}",,note,info,,,
dt_review:0267,decision_tree:0267,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621963,Step 11b,Pick Table Bucky Type along with Table as required,,info,0.45,Focus Detector Use ONLY,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B140,"{""message"": ""Focus Detector Use ONLY""}",,note,info,,,
dt_review:0268,decision_tree:0268,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 12,For Systems with a Table: Pick at least ONE Grid to match Detector Used,,info,0.45,(44 l/cm is recommended for Focus Detectors),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B145,"{""message"": ""(44 l/cm is recommended for Focus Detectors)""}",,note,info,,,
dt_review:0269,decision_tree:0269,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621708,Step 14,Field Change Kits and Options- Kits that allow Changes,,info,0.45,Kit for Adding Vertical ( alpha rotation) Motorization | Can select when Z-motorized,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B162,"{""message"": ""Kit for Adding Vertical ( alpha rotation) Motorization | Can select when Z-motorized""}",,note,info,,,
dt_review:0270,decision_tree:0270,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621724,Step 14,Field Change Kits and Options- Kits that allow Changes,,info,0.45,Kit for Adding Vertical ( alpha rotation) And longitudinal & Transverse Motorization | Can select when Z-motorized,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B163,"{""message"": ""Kit for Adding Vertical ( alpha rotation) And longitudinal & Transverse Motorization | Can select when Z-motorized""}",,note,info,,,
dt_review:0271,decision_tree:0271,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8621732,Step 14,Field Change Kits and Options- Kits that allow Changes,,info,0.45,Kit for Adding Longitudinal & Transverse Motorization | Can select when Z & Alpha motorized,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B164,"{""message"": ""Kit for Adding Longitudinal & Transverse Motorization | Can select when Z & Alpha motorized""}",,note,info,,,
dt_review:0272,decision_tree:0272,exclude,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8626467,Step 16,Pick any of the following accessories for a DRX-Compass System,,hard_block,0.75,"OTC only (including analog) OTC Z (8621674), OTC Z+alpha (8621690) must OTC Full-Motorized not support | Only support OTC system and Not support full motorized",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B249,"{""cannot_combine_text"": ""OTC only (including analog) OTC Z (8621674), OTC Z+alpha (8621690) must OTC Full-Motorized not support | Only support OTC system and Not support full motorized"", ""product_id"": ""8626467""}",,exclude,hard_block,,,
dt_review:0273,decision_tree:0273,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,,Step 17a,Smart Room Assistant,,info,0.45,Step 17a | Smart Room Assistant | System Config Limitation: - Both OTC & FMT digital (no support analog version) - For all OTC - Tube stand motorized 6704530 or 6704548 - FMT Floor Rail SID Feedback Kit 6705180 - Table with AT 6701668 or 6701692 - No table support - Must auto collimation 6701577 - Wall stand motorized must 6701585 or 6701593 - AEC must 6704506,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B253,"{""message"": ""Step 17a | Smart Room Assistant | System Config Limitation: - Both OTC & FMT digital (no support analog version) - For all OTC - Tube stand motorized 6704530 or 6704548 - FMT Floor Rail SID Feedback Kit 6705180 - Table with AT 6701668 or 6701692 - No table support - Must auto collimation 6701577 - Wall stand motorized must 6701585 or 6701593 - AEC must 6704506""}",,note,info,,,
dt_review:0274,decision_tree:0274,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8626749,Step 17a,Smart Room Assistant,us,info,0.45,WW ex US&C | x,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B254,"{""message"": ""WW ex US&C | x""}",,note,info,,,
dt_review:0275,decision_tree:0275,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8627192,Step 17a,Smart Room Assistant,us,hard_block,0.9,US&C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B260,"{""allowed_regions"": [""us""], ""source_text"": ""US&C Only""}",,region_allow,hard_block,,,
dt_review:0276,decision_tree:0276,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8626749,Step 17b,Smart Room,us,info,0.45,"WW ex US&C, India",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B263,"{""message"": ""WW ex US&C, India""}",,note,info,,,
dt_review:0277,decision_tree:0277,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8626780,Step 17b,Smart Room,us,info,0.45,"WW ex US&C, India",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B264,"{""message"": ""WW ex US&C, India""}",,note,info,,,
dt_review:0278,decision_tree:0278,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6704845,Step 17b,Smart Room,us,info,0.45,"WW ex US&C, India",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B265,"{""message"": ""WW ex US&C, India""}",,note,info,,,
dt_review:0279,decision_tree:0279,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8626764,Step 17b,Smart Room,us,info,0.45,"WW ex US&C, India",Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B266,"{""message"": ""WW ex US&C, India""}",,note,info,,,
dt_review:0280,decision_tree:0280,note,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,6704407,Step 17b,Smart Room,us,info,0.45,SW Licence Kit， WW ex US&C,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B267,"{""message"": ""SW Licence Kit， WW ex US&C""}",,note,info,,,
dt_review:0281,decision_tree:0281,region_allow,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass OTC,8627176,Step 17b,Smart Room,us,hard_block,0.9,US&C Only,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,DRX-Compass OTC WW,B270,"{""allowed_regions"": [""us""], ""source_text"": ""US&C Only""}",,region_allow,hard_block,,,
dt_review:0282,decision_tree:0282,exclude,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701585,,,,hard_block,0.75,Not Supported | Configuration not support in current design reason: - Manual TS: No function of auto tracking button and E-stop button. - Digital ImageView: Not support analog bucky (e.g. AEC cannot be used in Analog Bucky),Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,Config Matrix of FMT Digital,A6,"{""cannot_combine_text"": ""Not Supported | Configuration not support in current design reason: - Manual TS: No function of auto tracking button and E-stop button. - Digital ImageView: Not support analog bucky (e.g. AEC cannot be used in Analog Bucky)"", ""product_id"": ""6701585""}",,exclude,hard_block,,,
dt_review:0283,decision_tree:0283,exclude,normalized_candidate,not_implemented,decision_tree_normalized_candidate,DRX-Compass FMT,6701593,,,,hard_block,0.75,Not Supported,Copy of AM3903_M_ Decision Tree of DRX-Compass OTC & FMT.xlsx,Config Matrix of FMT Digital,A7,"{""cannot_combine_text"": ""Not Supported"", ""product_id"": ""6701593""}",,exclude,hard_block,,,
